date,tc,rh,ws,wd,p,o3,no,no2,nox,co,pm25,date_only,year_month,formatted_year_month
2015-04-01,,,1.0,108.0,925.9,28.0,0.0,24.0,24.0,0.6,9.0,2015-04-01,2015-04,Apr-15
2015-04-02,,,1.6,117.0,928.1,29.0,1.0,17.0,17.0,0.6,25.0,2015-04-02,2015-04,Apr-15
2015-04-03,,,1.1,127.0,927.7,18.0,2.0,21.0,21.0,0.4,26.0,2015-04-03,2015-04,Apr-15
2015-04-04,,,1.3,106.0,925.4,35.0,0.0,9.0,9.0,0.3,14.0,2015-04-04,2015-04,Apr-15
2015-04-05,,,0.0,777.0,922.8,29.0,1.0,30.0,30.0,0.6,22.0,2015-04-05,2015-04,Apr-15
2015-04-06,,,2.0,309.0,918.7,34.0,0.0,9.0,9.0,0.3,2.0,2015-04-06,2015-04,Apr-15
2015-04-07,,,1.9,139.0,924.4,37.0,1.0,11.0,11.0,0.2,1.0,2015-04-07,2015-04,Apr-15
2015-04-08,,,1.2,108.0,928.0,27.0,1.0,14.0,14.0,0.3,5.0,2015-04-08,2015-04,Apr-15
2015-04-09,,,1.2,113.0,928.2,20.0,2.0,17.0,17.0,0.4,33.0,2015-04-09,2015-04,Apr-15
2015-04-10,,,1.1,108.0,929.6,47.0,0.0,14.0,14.0,0.3,22.0,2015-04-10,2015-04,Apr-15
2015-04-11,,,0.8,113.0,929.1,29.0,1.0,26.0,26.0,0.6,27.0,2015-04-11,2015-04,Apr-15
2015-04-12,,,0.0,777.0,927.5,20.0,0.0,46.0,46.0,1.2,51.0,2015-04-12,2015-04,Apr-15
2015-04-13,,,1.2,109.0,928.1,49.0,0.0,19.0,19.0,0.7,23.0,2015-04-13,2015-04,Apr-15
2015-04-14,,,1.3,122.0,928.2,50.0,1.0,14.0,14.0,,19.0,2015-04-14,2015-04,Apr-15
2015-04-15,,,0.0,777.0,926.7,26.0,0.0,43.0,43.0,,33.0,2015-04-15,2015-04,Apr-15
2015-04-16,,,0.0,777.0,924.8,0.0,24.0,54.0,54.0,1.1,27.0,2015-04-16,2015-04,Apr-15
2015-04-17,,,0.9,115.0,927.2,32.0,0.0,18.0,18.0,0.5,29.0,2015-04-17,2015-04,Apr-15
2015-04-18,,,0.0,777.0,925.8,18.0,0.0,21.0,21.0,0.6,15.0,2015-04-18,2015-04,Apr-15
2015-04-19,,,0.0,777.0,924.7,41.0,0.0,27.0,27.0,1.0,19.0,2015-04-19,2015-04,Apr-15
2015-04-20,,,0.0,777.0,925.6,6.0,2.0,43.0,43.0,0.8,15.0,2015-04-20,2015-04,Apr-15
2015-04-21,,,0.8,319.0,923.5,1.0,43.0,70.0,70.0,1.6,21.0,2015-04-21,2015-04,Apr-15
2015-04-22,,,1.0,119.0,925.6,32.0,0.0,9.0,9.0,0.3,1.0,2015-04-22,2015-04,Apr-15
2015-04-23,,,1.4,102.0,927.0,19.0,2.0,11.0,11.0,0.3,5.0,2015-04-23,2015-04,Apr-15
2015-04-24,,,0.0,777.0,927.3,5.0,5.0,35.0,35.0,0.7,12.0,2015-04-24,2015-04,Apr-15
2015-04-25,,,1.0,159.0,928.2,16.0,2.0,27.0,27.0,0.4,11.0,2015-04-25,2015-04,Apr-15
2015-04-26,,,2.3,124.0,929.1,41.0,1.0,2.0,2.0,0.3,5.0,2015-04-26,2015-04,Apr-15
2015-04-27,,,1.6,114.0,929.4,30.0,1.0,9.0,9.0,0.3,4.0,2015-04-27,2015-04,Apr-15
2015-04-28,,,1.1,110.0,927.3,23.0,1.0,18.0,18.0,0.4,17.0,2015-04-28,2015-04,Apr-15
2015-04-29,,,1.5,119.0,926.9,52.0,0.0,10.0,10.0,0.2,4.0,2015-04-29,2015-04,Apr-15
2015-04-30,,,1.7,120.0,928.4,34.0,1.0,13.0,13.0,0.3,2.0,2015-04-30,2015-04,Apr-15
2017-08-01,15.0,63.0,0.9,112.0,930.5,28.0,2.0,55.0,55.0,0.6,24.0,2017-08-01,2017-08,Aug-17
2017-08-02,17.5,52.0,0.7,85.0,928.7,10.0,82.0,105.0,105.0,1.8,27.0,2017-08-02,2017-08,Aug-17
2017-08-03,19.2,,1.0,315.0,926.4,10.0,50.0,102.0,102.0,1.2,30.0,2017-08-03,2017-08,Aug-17
2017-08-04,,,0.9,137.0,927.8,43.0,0.0,40.0,40.0,0.4,3.0,2017-08-04,2017-08,Aug-17
2017-08-05,,100.0,2.4,137.0,932.6,68.0,1.0,14.0,14.0,0.2,0.0,2017-08-05,2017-08,Aug-17
2017-08-06,12.1,,2.2,121.0,932.6,69.0,0.0,14.0,14.0,0.3,15.0,2017-08-06,2017-08,Aug-17
2017-08-07,11.7,93.0,1.1,108.0,930.6,37.0,1.0,29.0,29.0,0.4,7.0,2017-08-07,2017-08,Aug-17
2017-08-08,,,1.2,293.0,926.4,14.0,6.0,77.0,77.0,0.7,33.0,2017-08-08,2017-08,Aug-17
2017-08-09,,,1.2,111.0,925.9,8.0,78.0,138.0,138.0,2.1,55.0,2017-08-09,2017-08,Aug-17
2017-08-10,16.6,,1.7,133.0,927.5,64.0,0.0,30.0,30.0,0.3,9.0,2017-08-10,2017-08,Aug-17
2017-08-11,,,1.7,120.0,930.6,63.0,1.0,19.0,19.0,0.3,16.0,2017-08-11,2017-08,Aug-17
2017-08-12,,,1.6,117.0,929.1,56.0,0.0,15.0,15.0,0.3,13.0,2017-08-12,2017-08,Aug-17
2017-08-13,,,1.4,296.0,927.2,29.0,1.0,45.0,45.0,0.6,25.0,2017-08-13,2017-08,Aug-17
2017-08-14,,,0.9,41.0,925.5,25.0,2.0,58.0,58.0,0.9,37.0,2017-08-14,2017-08,Aug-17
2017-08-15,,,2.1,129.0,929.0,64.0,0.0,16.0,16.0,0.2,10.0,2017-08-15,2017-08,Aug-17
2017-08-16,,98.0,1.3,149.0,928.3,29.0,2.0,32.0,32.0,0.4,11.0,2017-08-16,2017-08,Aug-17
2017-08-17,,,1.3,127.0,928.3,35.0,2.0,31.0,31.0,0.4,8.0,2017-08-17,2017-08,Aug-17
2017-08-18,,100.0,1.4,122.0,928.6,42.0,1.0,29.0,29.0,0.3,14.0,2017-08-18,2017-08,Aug-17
2017-08-19,,,0.7,123.0,926.7,12.0,19.0,44.0,44.0,0.8,18.0,2017-08-19,2017-08,Aug-17
2017-08-20,16.3,100.0,1.4,293.0,924.1,25.0,1.0,31.0,31.0,0.5,6.0,2017-08-20,2017-08,Aug-17
2017-08-21,14.3,100.0,1.9,148.0,929.5,60.0,0.0,14.0,14.0,0.2,3.0,2017-08-21,2017-08,Aug-17
2017-08-22,11.0,97.0,3.4,125.0,937.0,83.0,1.0,7.0,7.0,0.1,3.0,2017-08-22,2017-08,Aug-17
2017-08-23,14.1,92.0,1.0,221.0,932.8,41.0,,,,0.3,12.0,2017-08-23,2017-08,Aug-17
2017-08-24,14.6,100.0,1.4,124.0,931.8,37.0,,,,0.3,22.0,2017-08-24,2017-08,Aug-17
2017-08-25,14.5,96.0,0.8,295.0,930.6,4.0,5.0,48.0,48.0,0.6,23.0,2017-08-25,2017-08,Aug-17
2017-08-26,14.3,96.0,1.2,120.0,930.4,11.0,4.0,46.0,46.0,0.5,67.0,2017-08-26,2017-08,Aug-17
2017-08-27,16.6,67.0,0.6,92.0,928.4,2.0,24.0,66.0,66.0,1.3,25.0,2017-08-27,2017-08,Aug-17
2017-08-28,15.1,95.0,0.6,888.0,928.1,4.0,8.0,67.0,67.0,0.7,33.0,2017-08-28,2017-08,Aug-17
2017-08-29,14.3,92.0,1.6,128.0,928.8,62.0,0.0,24.0,24.0,0.3,32.0,2017-08-29,2017-08,Aug-17
2017-08-30,16.7,96.0,0.0,777.0,927.5,1.0,66.0,80.0,80.0,1.2,43.0,2017-08-30,2017-08,Aug-17
2017-08-31,19.8,80.0,2.3,133.0,928.3,31.0,15.0,68.0,68.0,0.6,45.0,2017-08-31,2017-08,Aug-17
2017-09-01,,97.0,2.9,123.0,934.0,51.0,0.0,10.0,10.0,0.2,13.0,2017-09-01,2017-09,Sep-17
2017-09-02,,,1.9,122.0,935.1,34.0,1.0,20.0,20.0,0.3,12.0,2017-09-02,2017-09,Sep-17
2017-09-03,,,1.1,110.0,934.0,43.0,0.0,26.0,26.0,0.4,20.0,2017-09-03,2017-09,Sep-17
2017-09-04,,,0.7,93.0,931.8,2.0,16.0,62.0,62.0,1.0,44.0,2017-09-04,2017-09,Sep-17
2017-09-05,,,0.0,777.0,929.6,1.0,60.0,92.0,92.0,1.6,40.0,2017-09-05,2017-09,Sep-17
2017-09-06,,,0.7,93.0,929.8,4.0,80.0,131.0,131.0,2.0,39.0,2017-09-06,2017-09,Sep-17
2017-09-07,,,1.7,118.0,930.9,56.0,0.0,26.0,26.0,0.4,33.0,2017-09-07,2017-09,Sep-17
2017-09-08,,,0.9,116.0,928.4,19.0,4.0,60.0,60.0,0.7,17.0,2017-09-08,2017-09,Sep-17
2017-09-09,,,0.6,118.0,927.5,9.0,5.0,78.0,78.0,0.9,25.0,2017-09-09,2017-09,Sep-17
2017-09-10,,,0.7,246.0,927.7,50.0,1.0,53.0,53.0,0.8,36.0,2017-09-10,2017-09,Sep-17
2017-09-11,,,0.8,283.0,927.4,18.0,3.0,73.0,73.0,0.9,33.0,2017-09-11,2017-09,Sep-17
2017-09-12,,,0.7,260.0,928.9,46.0,1.0,40.0,40.0,0.4,13.0,2017-09-12,2017-09,Sep-17
2017-09-13,,,1.4,117.0,930.5,43.0,1.0,24.0,24.0,0.3,23.0,2017-09-13,2017-09,Sep-17
2017-09-14,,,0.6,94.0,929.1,2.0,59.0,85.0,85.0,1.4,32.0,2017-09-14,2017-09,Sep-17
2017-09-15,,,0.7,86.0,929.1,3.0,98.0,116.0,116.0,2.3,59.0,2017-09-15,2017-09,Sep-17
2017-09-16,,,2.1,129.0,932.0,82.0,0.0,13.0,13.0,0.3,21.0,2017-09-16,2017-09,Sep-17
2017-09-17,,,1.0,168.0,929.2,28.0,1.0,50.0,50.0,0.6,30.0,2017-09-17,2017-09,Sep-17
2017-09-18,,,1.6,155.0,930.7,67.0,0.0,10.0,10.0,0.3,10.0,2017-09-18,2017-09,Sep-17
2017-09-19,,,1.8,123.0,931.0,84.0,0.0,10.0,10.0,0.3,12.0,2017-09-19,2017-09,Sep-17
2017-09-20,,,1.6,117.0,930.8,48.0,0.0,24.0,24.0,0.4,24.0,2017-09-20,2017-09,Sep-17
2017-09-21,,,1.6,117.0,930.5,50.0,0.0,18.0,18.0,0.3,28.0,2017-09-21,2017-09,Sep-17
2017-09-22,19.9,70.0,0.8,100.0,928.4,2.0,44.0,81.0,81.0,1.3,51.0,2017-09-22,2017-09,Sep-17
2017-09-23,21.3,41.0,0.6,80.0,927.7,3.0,14.0,20.0,20.0,1.6,61.0,2017-09-23,2017-09,Sep-17
2017-09-24,18.1,89.0,2.2,141.0,930.2,81.0,,,,0.3,14.0,2017-09-24,2017-09,Sep-17
2017-09-25,16.8,87.0,2.5,125.0,930.7,82.0,,,,0.2,10.0,2017-09-25,2017-09,Sep-17
2017-09-26,15.4,90.0,1.8,117.0,929.1,40.0,0.0,19.0,19.0,0.3,6.0,2017-09-26,2017-09,Sep-17
2017-09-27,16.7,90.0,1.2,129.0,926.5,29.0,1.0,40.0,40.0,0.4,34.0,2017-09-27,2017-09,Sep-17
2017-09-28,21.3,60.0,0.7,105.0,925.8,30.0,2.0,133.0,133.0,1.5,44.0,2017-09-28,2017-09,Sep-17
2017-09-29,16.4,96.0,1.7,127.0,930.1,65.0,0.0,11.0,11.0,0.3,1.0,2017-09-29,2017-09,Sep-17
2017-09-30,16.7,100.0,1.8,103.0,925.2,20.0,2.0,34.0,34.0,0.6,23.0,2017-09-30,2017-09,Sep-17
2018-02-01,,96.0,3.0,121.0,923.1,26.0,1.0,5.0,5.0,0.2,5.0,2018-02-01,2018-02,Feb-18
2018-02-02,,,2.2,125.0,922.4,21.0,1.0,7.0,7.0,0.2,19.0,2018-02-02,2018-02,Feb-18
2018-02-03,,,2.2,121.0,921.2,22.0,1.0,11.0,11.0,0.3,8.0,2018-02-03,2018-02,Feb-18
2018-02-04,,,1.4,115.0,923.4,16.0,1.0,16.0,16.0,0.3,2.0,2018-02-04,2018-02,Feb-18
2018-02-05,,,1.7,124.0,924.8,18.0,0.0,11.0,11.0,0.2,16.0,2018-02-05,2018-02,Feb-18
2018-02-06,,,1.5,142.0,922.5,26.0,0.0,9.0,9.0,0.2,3.0,2018-02-06,2018-02,Feb-18
2018-02-07,,,1.5,138.0,922.3,22.0,0.0,8.0,8.0,0.2,7.0,2018-02-07,2018-02,Feb-18
2018-02-08,,,1.1,136.0,923.0,15.0,0.0,21.0,21.0,0.3,19.0,2018-02-08,2018-02,Feb-18
2018-02-09,,,0.8,291.0,924.1,11.0,0.0,38.0,38.0,0.5,25.0,2018-02-09,2018-02,Feb-18
2018-02-10,,,0.7,888.0,924.8,24.0,0.0,45.0,45.0,0.6,16.0,2018-02-10,2018-02,Feb-18
2018-02-11,,,1.2,310.0,925.5,14.0,0.0,30.0,30.0,0.6,16.0,2018-02-11,2018-02,Feb-18
2018-02-12,,,1.0,231.0,924.1,9.0,0.0,37.0,37.0,0.7,17.0,2018-02-12,2018-02,Feb-18
2018-02-13,,,2.3,187.0,925.7,36.0,0.0,3.0,3.0,0.2,5.0,2018-02-13,2018-02,Feb-18
2018-02-14,,,2.4,125.0,930.5,38.0,0.0,1.0,1.0,0.2,3.0,2018-02-14,2018-02,Feb-18
2018-02-15,,,2.1,134.0,930.9,26.0,0.0,8.0,8.0,0.2,2.0,2018-02-15,2018-02,Feb-18
2018-02-16,,,2.1,136.0,931.7,27.0,0.0,4.0,4.0,0.2,7.0,2018-02-16,2018-02,Feb-18
2018-02-17,,,1.4,131.0,929.5,11.0,1.0,19.0,19.0,0.3,5.0,2018-02-17,2018-02,Feb-18
2018-02-18,,,1.0,121.0,927.1,15.0,0.0,9.0,9.0,0.3,6.0,2018-02-18,2018-02,Feb-18
2018-02-19,,,0.9,299.0,923.1,0.0,14.0,43.0,43.0,0.9,14.0,2018-02-19,2018-02,Feb-18
2018-02-20,,,1.6,298.0,921.4,16.0,0.0,24.0,24.0,0.4,10.0,2018-02-20,2018-02,Feb-18
2018-02-21,,,3.0,321.0,920.1,20.0,0.0,11.0,11.0,0.3,5.0,2018-02-21,2018-02,Feb-18
2018-02-22,,,0.7,888.0,921.4,11.0,0.0,38.0,38.0,0.6,5.0,2018-02-22,2018-02,Feb-18
2018-02-23,,,1.9,117.0,923.6,32.0,0.0,9.0,9.0,0.3,6.0,2018-02-23,2018-02,Feb-18
2018-02-24,,,2.0,123.0,927.2,33.0,1.0,14.0,14.0,0.3,15.0,2018-02-24,2018-02,Feb-18
2018-02-25,,,1.6,110.0,927.8,26.0,0.0,7.0,7.0,0.3,8.0,2018-02-25,2018-02,Feb-18
2018-02-26,,,1.4,125.0,926.7,34.0,0.0,8.0,8.0,0.3,10.0,2018-02-26,2018-02,Feb-18
2018-02-27,,,1.1,292.0,925.1,8.0,1.0,39.0,39.0,0.5,12.0,2018-02-27,2018-02,Feb-18
2018-02-28,,,1.1,99.0,924.9,25.0,0.0,14.0,14.0,0.3,13.0,2018-02-28,2018-02,Feb-18
2018-03-01,,,0.9,292.0,925.5,31.0,,,,0.4,15.0,2018-03-01,2018-03,Mar-18
2018-03-02,,87.0,0.7,146.0,926.2,32.0,0.0,24.0,24.0,0.5,19.0,2018-03-02,2018-03,Mar-18
2018-03-03,,100.0,1.2,301.0,925.5,34.0,0.0,30.0,30.0,0.6,22.0,2018-03-03,2018-03,Mar-18
2018-03-04,,92.0,1.1,104.0,923.8,36.0,0.0,9.0,9.0,0.3,2.0,2018-03-04,2018-03,Mar-18
2018-03-05,,,0.7,328.0,921.9,11.0,1.0,24.0,24.0,0.5,11.0,2018-03-05,2018-03,Mar-18
2018-03-06,,,0.8,125.0,922.0,1.0,26.0,36.0,36.0,0.9,26.0,2018-03-06,2018-03,Mar-18
2018-03-07,,,1.0,123.0,922.6,25.0,0.0,16.0,16.0,0.4,24.0,2018-03-07,2018-03,Mar-18
2018-03-08,,100.0,2.2,123.0,923.2,34.0,0.0,5.0,5.0,0.3,3.0,2018-03-08,2018-03,Mar-18
2018-03-09,,99.0,2.4,125.0,925.2,30.0,0.0,6.0,6.0,0.2,6.0,2018-03-09,2018-03,Mar-18
2018-03-10,,94.0,1.9,114.0,923.9,28.0,1.0,7.0,7.0,0.3,8.0,2018-03-10,2018-03,Mar-18
2018-03-11,,96.0,0.8,274.0,922.1,13.0,1.0,30.0,30.0,0.7,16.0,2018-03-11,2018-03,Mar-18
2018-03-12,,84.0,0.5,888.0,920.9,3.0,12.0,54.0,54.0,1.0,27.0,2018-03-12,2018-03,Mar-18
2018-03-13,,99.0,1.3,144.0,921.2,37.0,0.0,4.0,4.0,0.3,12.0,2018-03-13,2018-03,Mar-18
2018-03-14,,,0.9,276.0,923.8,3.0,3.0,35.0,35.0,0.6,18.0,2018-03-14,2018-03,Mar-18
2018-03-15,,100.0,1.4,290.0,926.9,54.0,0.0,8.0,8.0,0.3,7.0,2018-03-15,2018-03,Mar-18
2018-03-16,,,1.2,325.0,924.4,1.0,11.0,65.0,65.0,0.8,12.0,2018-03-16,2018-03,Mar-18
2018-03-17,,,1.4,121.0,925.6,35.0,0.0,16.0,16.0,0.4,13.0,2018-03-17,2018-03,Mar-18
2018-03-18,,91.0,1.2,99.0,924.4,34.0,0.0,14.0,14.0,0.4,6.0,2018-03-18,2018-03,Mar-18
2018-03-19,,94.0,0.8,319.0,922.3,29.0,0.0,28.0,28.0,0.6,31.0,2018-03-19,2018-03,Mar-18
2018-03-20,,,1.6,136.0,922.6,9.0,30.0,56.0,56.0,1.0,29.0,2018-03-20,2018-03,Mar-18
2018-03-21,,98.0,1.3,144.0,925.3,35.0,1.0,20.0,20.0,0.3,3.0,2018-03-21,2018-03,Mar-18
2018-03-22,,100.0,2.0,130.0,924.8,33.0,0.0,9.0,9.0,0.2,5.0,2018-03-22,2018-03,Mar-18
2018-03-23,,96.0,1.5,106.0,925.5,26.0,0.0,7.0,7.0,0.3,10.0,2018-03-23,2018-03,Mar-18
2018-03-24,,96.0,1.1,106.0,926.0,30.0,0.0,17.0,17.0,0.4,16.0,2018-03-24,2018-03,Mar-18
2018-03-25,,90.0,1.3,288.0,925.1,6.0,2.0,31.0,31.0,0.7,25.0,2018-03-25,2018-03,Mar-18
2018-03-26,,71.0,0.6,49.0,925.2,24.0,1.0,32.0,32.0,0.6,17.0,2018-03-26,2018-03,Mar-18
2018-03-27,,98.0,1.4,156.0,927.8,25.0,0.0,10.0,10.0,0.3,6.0,2018-03-27,2018-03,Mar-18
2018-03-28,,100.0,1.2,301.0,928.0,33.0,1.0,37.0,37.0,0.5,3.0,2018-03-28,2018-03,Mar-18
2018-03-29,,96.0,0.8,94.0,927.4,9.0,6.0,53.0,53.0,0.9,25.0,2018-03-29,2018-03,Mar-18
2018-03-30,,96.0,1.3,118.0,926.6,29.0,1.0,20.0,20.0,0.4,16.0,2018-03-30,2018-03,Mar-18
2018-03-31,,,1.2,102.0,924.8,25.0,0.0,26.0,26.0,0.5,22.0,2018-03-31,2018-03,Mar-18
2018-04-01,,94.0,1.0,286.0,923.7,42.0,0.0,13.0,13.0,0.4,4.0,2018-04-01,2018-04,Apr-18
2018-04-02,,,1.7,292.0,923.1,27.0,0.0,11.0,11.0,0.3,8.0,2018-04-02,2018-04,Apr-18
2018-04-03,,,1.7,317.0,920.9,2.0,8.0,40.0,40.0,0.5,11.0,2018-04-03,2018-04,Apr-18
2018-04-04,,,0.9,155.0,922.6,19.0,0.0,19.0,19.0,0.3,4.0,2018-04-04,2018-04,Apr-18
2018-04-05,,,0.8,888.0,922.7,12.0,1.0,26.0,26.0,0.4,7.0,2018-04-05,2018-04,Apr-18
2018-04-06,,,1.5,121.0,924.5,37.0,0.0,16.0,16.0,0.4,9.0,2018-04-06,2018-04,Apr-18
2018-04-07,,,1.4,125.0,925.8,25.0,1.0,13.0,13.0,0.3,10.0,2018-04-07,2018-04,Apr-18
2018-04-08,,,1.3,108.0,927.2,24.0,0.0,16.0,16.0,0.4,16.0,2018-04-08,2018-04,Apr-18
2018-04-09,,,1.9,117.0,928.3,40.0,0.0,4.0,4.0,0.2,10.0,2018-04-09,2018-04,Apr-18
2018-04-10,,,1.5,114.0,928.3,34.0,0.0,9.0,9.0,0.3,8.0,2018-04-10,2018-04,Apr-18
2018-04-11,,,1.6,128.0,929.2,38.0,0.0,11.0,11.0,0.3,10.0,2018-04-11,2018-04,Apr-18
2018-04-12,,,1.2,115.0,928.6,32.0,1.0,21.0,21.0,0.4,9.0,2018-04-12,2018-04,Apr-18
2018-04-13,,,0.8,299.0,929.3,5.0,9.0,58.0,58.0,0.8,23.0,2018-04-13,2018-04,Apr-18
2018-04-14,,,1.8,117.0,930.7,45.0,0.0,12.0,12.0,0.3,8.0,2018-04-14,2018-04,Apr-18
2018-04-15,,,1.7,123.0,932.4,31.0,0.0,12.0,12.0,0.2,9.0,2018-04-15,2018-04,Apr-18
2018-04-16,,,2.8,124.0,932.3,41.0,0.0,2.0,2.0,0.2,4.0,2018-04-16,2018-04,Apr-18
2018-04-17,,,1.6,112.0,932.2,25.0,1.0,11.0,11.0,0.2,4.0,2018-04-17,2018-04,Apr-18
2018-04-18,,,0.9,104.0,933.2,13.0,1.0,21.0,21.0,0.3,9.0,2018-04-18,2018-04,Apr-18
2018-04-19,,,0.8,88.0,932.1,1.0,48.0,45.0,45.0,1.0,10.0,2018-04-19,2018-04,Apr-18
2018-04-20,,,0.7,93.0,929.9,2.0,77.0,76.0,76.0,1.8,37.0,2018-04-20,2018-04,Apr-18
2018-04-21,16.6,87.0,0.7,95.0,928.1,2.0,50.0,66.0,66.0,1.5,33.0,2018-04-21,2018-04,Apr-18
2018-04-22,17.5,89.0,1.1,109.0,927.0,49.0,0.0,17.0,17.0,0.4,11.0,2018-04-22,2018-04,Apr-18
2018-04-23,17.8,97.0,1.2,124.0,928.1,51.0,0.0,15.0,15.0,0.4,19.0,2018-04-23,2018-04,Apr-18
2018-04-24,18.5,95.0,1.1,122.0,929.5,40.0,0.0,27.0,27.0,0.4,26.0,2018-04-24,2018-04,Apr-18
2018-04-25,18.4,95.0,1.0,117.0,929.9,39.0,0.0,22.0,22.0,0.4,24.0,2018-04-25,2018-04,Apr-18
2018-04-26,19.5,92.0,1.0,119.0,929.3,39.0,0.0,16.0,16.0,0.4,21.0,2018-04-26,2018-04,Apr-18
2018-04-27,19.2,95.0,1.3,120.0,928.5,11.0,7.0,38.0,38.0,0.6,24.0,2018-04-27,2018-04,Apr-18
2018-04-28,19.4,95.0,1.3,115.0,929.2,31.0,1.0,14.0,14.0,0.3,16.0,2018-04-28,2018-04,Apr-18
2018-04-29,19.9,93.0,1.2,126.0,928.8,44.0,0.0,13.0,13.0,0.4,20.0,2018-04-29,2018-04,Apr-18
2018-04-30,19.6,93.0,0.9,305.0,927.6,33.0,0.0,20.0,20.0,0.5,23.0,2018-04-30,2018-04,Apr-18
2018-06-01,18.0,86.0,0.7,101.0,925.9,10.0,5.0,51.0,51.0,0.9,35.0,2018-06-01,2018-06,Jun-18
2018-06-02,17.9,55.0,0.6,153.0,926.6,4.0,142.0,99.0,99.0,2.5,77.0,2018-06-02,2018-06,Jun-18
2018-06-03,18.9,89.0,1.0,176.0,928.7,2.0,9.0,60.0,60.0,1.1,49.0,2018-06-03,2018-06,Jun-18
2018-06-04,12.9,,2.1,135.0,934.6,50.0,0.0,8.0,8.0,0.2,0.0,2018-06-04,2018-06,Jun-18
2018-06-05,14.1,,1.5,128.0,930.3,28.0,1.0,16.0,16.0,0.2,10.0,2018-06-05,2018-06,Jun-18
2018-06-06,16.3,,1.9,284.0,923.8,14.0,1.0,23.0,23.0,0.3,7.0,2018-06-06,2018-06,Jun-18
2018-06-07,14.7,,1.2,119.0,925.4,13.0,1.0,20.0,20.0,0.3,8.0,2018-06-07,2018-06,Jun-18
2018-06-08,18.6,,2.5,296.0,927.0,12.0,5.0,27.0,27.0,0.3,10.0,2018-06-08,2018-06,Jun-18
2018-06-09,13.2,,1.6,119.0,930.9,32.0,1.0,19.0,19.0,0.3,26.0,2018-06-09,2018-06,Jun-18
2018-06-10,16.5,,1.4,293.0,928.5,9.0,2.0,31.0,31.0,0.6,15.0,2018-06-10,2018-06,Jun-18
2018-06-11,19.3,,1.2,299.0,927.4,9.0,1.0,38.0,38.0,0.7,22.0,2018-06-11,2018-06,Jun-18
2018-06-12,22.0,,1.3,304.0,926.3,0.0,30.0,64.0,64.0,0.9,26.0,2018-06-12,2018-06,Jun-18
2018-06-13,20.4,,0.7,0.0,927.0,0.0,53.0,66.0,66.0,1.1,27.0,2018-06-13,2018-06,Jun-18
2018-06-14,17.4,,2.1,130.0,929.8,28.0,1.0,13.0,13.0,0.4,1.0,2018-06-14,2018-06,Jun-18
2018-06-15,,,2.4,120.0,932.8,38.0,1.0,14.0,14.0,0.2,3.0,2018-06-15,2018-06,Jun-18
2018-06-16,13.3,,1.9,138.0,934.3,37.0,1.0,18.0,18.0,0.3,2.0,2018-06-16,2018-06,Jun-18
2018-06-17,13.0,,1.2,132.0,935.0,31.0,1.0,19.0,19.0,0.4,2.0,2018-06-17,2018-06,Jun-18
2018-06-18,13.9,,1.2,133.0,935.6,36.0,0.0,12.0,12.0,0.3,5.0,2018-06-18,2018-06,Jun-18
2018-06-19,15.9,,1.3,117.0,935.1,24.0,1.0,20.0,20.0,0.3,6.0,2018-06-19,2018-06,Jun-18
2018-06-20,,,1.0,117.0,933.5,27.0,0.0,17.0,17.0,0.3,13.0,2018-06-20,2018-06,Jun-18
2018-06-21,,,0.7,97.0,931.0,3.0,233.0,68.0,68.0,2.9,44.0,2018-06-21,2018-06,Jun-18
2018-06-22,,,0.6,94.0,929.8,2.0,194.0,79.0,79.0,3.1,50.0,2018-06-22,2018-06,Jun-18
2018-06-23,,,1.0,110.0,929.2,1.0,42.0,49.0,49.0,1.0,32.0,2018-06-23,2018-06,Jun-18
2018-06-24,,,0.9,297.0,928.9,5.0,41.0,80.0,80.0,1.7,65.0,2018-06-24,2018-06,Jun-18
2018-06-25,,,1.2,278.0,928.6,28.0,0.0,21.0,21.0,0.4,24.0,2018-06-25,2018-06,Jun-18
2018-06-26,,,0.7,83.0,926.4,1.0,88.0,80.0,80.0,1.4,33.0,2018-06-26,2018-06,Jun-18
2018-06-27,,,0.0,777.0,927.3,3.0,212.0,79.0,79.0,2.5,50.0,2018-06-27,2018-06,Jun-18
2018-06-28,,,0.7,276.0,929.9,8.0,1.0,57.0,57.0,0.7,35.0,2018-06-28,2018-06,Jun-18
2018-06-29,,,0.6,101.0,929.2,1.0,24.0,69.0,69.0,1.1,37.0,2018-06-29,2018-06,Jun-18
2018-06-30,,,0.7,77.0,926.6,3.0,78.0,96.0,96.0,2.3,68.0,2018-06-30,2018-06,Jun-18
2018-07-01,,,1.3,110.0,926.9,12.0,8.0,58.0,58.0,1.0,54.0,2018-07-01,2018-07,Jul-18
2018-07-02,,,0.7,95.0,926.5,5.0,12.0,86.0,86.0,1.4,42.0,2018-07-02,2018-07,Jul-18
2018-07-03,,,0.6,97.0,926.2,3.0,169.0,115.0,115.0,3.0,51.0,2018-07-03,2018-07,Jul-18
2018-07-04,,,1.8,136.0,929.3,35.0,0.0,12.0,12.0,0.2,1.0,2018-07-04,2018-07,Jul-18
2018-07-05,,,0.9,111.0,928.7,0.0,37.0,48.0,48.0,0.9,29.0,2018-07-05,2018-07,Jul-18
2018-07-06,,,0.8,95.0,928.7,2.0,92.0,88.0,88.0,2.4,53.0,2018-07-06,2018-07,Jul-18
