date,tc,rh,ws,wd,p,o3,no,no2,nox,co,pm25,date_only,year_month,formatted_year_month
2022-08-18,,,0.8,259.0,923.2,12.0,1.0,49.0,26.0,0.6,11.0,2022-08-18,2022-08,Aug-22
2022-08-19,,,2.0,160.0,928.8,48.0,0.0,18.0,9.0,0.3,3.0,2022-08-19,2022-08,Aug-22
2022-08-20,,,2.4,127.0,937.2,55.0,0.0,10.0,6.0,0.2,9.0,2022-08-20,2022-08,Aug-22
2022-08-21,,,1.4,125.0,935.7,35.0,0.0,17.0,9.0,0.3,8.0,2022-08-21,2022-08,Aug-22
2022-08-22,,,2.0,119.0,934.0,48.0,0.0,10.0,6.0,0.2,3.0,2022-08-22,2022-08,Aug-22
2022-08-23,,,1.5,127.0,932.3,48.0,0.0,13.0,7.0,0.2,8.0,2022-08-23,2022-08,Aug-22
2022-08-24,,,1.7,121.0,932.4,59.0,0.0,12.0,7.0,0.2,9.0,2022-08-24,2022-08,Aug-22
2022-08-25,,,1.6,129.0,931.4,42.0,0.0,17.0,9.0,0.3,16.0,2022-08-25,2022-08,Aug-22
2022-08-26,,,1.2,122.0,930.9,6.0,2.0,35.0,20.0,0.5,37.0,2022-08-26,2022-08,Aug-22
2022-08-27,,,0.0,777.0,928.6,3.0,14.0,62.0,44.0,1.2,27.0,2022-08-27,2022-08,Aug-22
2022-08-28,,,0.9,91.0,927.2,3.0,42.0,86.0,80.0,1.8,27.0,2022-08-28,2022-08,Aug-22
2022-08-29,,,2.2,135.0,932.9,46.0,0.0,11.0,6.0,0.2,1.0,2022-08-29,2022-08,Aug-22
2022-08-30,,,2.5,125.0,936.1,51.0,0.0,10.0,5.0,0.1,4.0,2022-08-30,2022-08,Aug-22
2022-08-31,,,1.9,126.0,934.3,46.0,0.0,10.0,5.0,0.2,10.0,2022-08-31,2022-08,Aug-22
2022-09-01,,,0.8,141.0,930.4,35.0,0.0,23.0,12.0,0.3,3.0,2022-09-01,2022-09,Sep-22
2022-09-02,,,0.7,86.0,926.8,2.0,35.0,72.0,66.0,1.5,17.0,2022-09-02,2022-09,Sep-22
2022-09-03,,,1.5,136.0,927.9,75.0,0.0,28.0,15.0,0.4,13.0,2022-09-03,2022-09,Sep-22
2022-09-04,,,2.8,137.0,931.5,54.0,0.0,9.0,5.0,0.2,6.0,2022-09-04,2022-09,Sep-22
2022-09-05,,,1.9,118.0,933.3,45.0,0.0,10.0,5.0,0.2,1.0,2022-09-05,2022-09,Sep-22
2022-09-06,,,1.3,131.0,934.3,35.0,0.0,6.0,3.0,0.3,14.0,2022-09-06,2022-09,Sep-22
2022-09-07,,,0.9,306.0,931.7,18.0,,,,0.5,8.0,2022-09-07,2022-09,Sep-22
2022-09-08,,,1.5,282.0,925.2,25.0,,,,0.6,30.0,2022-09-08,2022-09,Sep-22
2022-09-09,,,0.7,98.0,925.0,4.0,,,,1.5,38.0,2022-09-09,2022-09,Sep-22
2022-09-10,,,0.6,107.0,925.0,4.0,194.0,114.0,219.0,4.4,58.0,2022-09-10,2022-09,Sep-22
2022-09-11,,,2.7,129.0,929.8,50.0,0.0,6.0,3.0,0.2,5.0,2022-09-11,2022-09,Sep-22
2022-09-12,,,2.3,126.0,928.9,47.0,0.0,9.0,5.0,0.2,8.0,2022-09-12,2022-09,Sep-22
2022-09-13,,,1.0,120.0,924.3,21.0,1.0,27.0,15.0,0.4,11.0,2022-09-13,2022-09,Sep-22
2022-09-14,,,0.9,172.0,923.7,32.0,0.0,44.0,24.0,0.6,18.0,2022-09-14,2022-09,Sep-22
2022-09-15,,,1.5,134.0,928.0,24.0,0.0,22.0,12.0,0.3,3.0,2022-09-15,2022-09,Sep-22
2022-09-16,,,1.7,137.0,929.5,45.0,0.0,14.0,7.0,0.2,9.0,2022-09-16,2022-09,Sep-22
2022-09-17,,,2.5,131.0,931.5,49.0,0.0,10.0,6.0,0.2,2.0,2022-09-17,2022-09,Sep-22
2022-09-18,,,2.2,124.0,930.8,43.0,0.0,11.0,6.0,0.2,5.0,2022-09-18,2022-09,Sep-22
2022-09-19,,,1.2,127.0,927.2,38.0,0.0,11.0,6.0,0.2,4.0,2022-09-19,2022-09,Sep-22
2022-09-20,,,0.8,301.0,922.8,43.0,0.0,21.0,11.0,0.2,12.0,2022-09-20,2022-09,Sep-22
2022-09-21,,,1.5,125.0,924.4,62.0,0.0,13.0,7.0,0.2,5.0,2022-09-21,2022-09,Sep-22
2022-09-22,,,1.6,300.0,920.7,22.0,1.0,31.0,17.0,0.4,12.0,2022-09-22,2022-09,Sep-22
2022-09-23,,,2.4,305.0,921.9,29.0,1.0,27.0,15.0,0.4,4.0,2022-09-23,2022-09,Sep-22
2022-09-24,,,1.5,111.0,928.2,56.0,0.0,14.0,7.0,0.2,4.0,2022-09-24,2022-09,Sep-22
2022-09-25,,,1.8,121.0,929.0,51.0,0.0,11.0,6.0,0.2,7.0,2022-09-25,2022-09,Sep-22
2022-09-26,,,1.4,103.0,927.0,47.0,0.0,10.0,5.0,0.3,8.0,2022-09-26,2022-09,Sep-22
2022-09-27,,,1.5,286.0,927.4,21.0,0.0,35.0,19.0,0.4,4.0,2022-09-27,2022-09,Sep-22
2022-09-28,,,1.4,120.0,926.9,56.0,0.0,21.0,11.0,0.4,3.0,2022-09-28,2022-09,Sep-22
2022-09-29,,,2.1,119.0,929.4,60.0,0.0,8.0,4.0,0.2,4.0,2022-09-29,2022-09,Sep-22
2022-09-30,,,1.8,124.0,930.5,42.0,0.0,12.0,6.0,0.2,5.0,2022-09-30,2022-09,Sep-22
2022-10-01,,,1.1,140.0,929.1,18.0,1.0,23.0,13.0,0.4,16.0,2022-10-01,2022-10,Oct-22
2022-10-02,,,0.8,888.0,927.9,49.0,0.0,15.0,8.0,0.4,7.0,2022-10-02,2022-10,Oct-22
2022-10-03,,,1.5,111.0,927.5,41.0,0.0,14.0,7.0,0.2,12.0,2022-10-03,2022-10,Oct-22
2022-10-04,,,1.8,123.0,924.2,28.0,0.0,23.0,13.0,0.2,2.0,2022-10-04,2022-10,Oct-22
2022-10-05,,,1.6,117.0,925.1,50.0,0.0,8.0,4.0,0.2,0.0,2022-10-05,2022-10,Oct-22
2022-10-06,,,1.2,122.0,926.2,52.0,0.0,14.0,7.0,0.2,9.0,2022-10-06,2022-10,Oct-22
2022-10-07,,,1.1,341.0,922.0,54.0,0.0,23.0,13.0,0.3,0.0,2022-10-07,2022-10,Oct-22
2022-10-08,,,1.2,157.0,923.1,50.0,0.0,20.0,11.0,0.4,9.0,2022-10-08,2022-10,Oct-22
2022-10-09,,,0.9,301.0,923.7,10.0,4.0,50.0,30.0,0.9,34.0,2022-10-09,2022-10,Oct-22
2022-10-10,,,1.3,117.0,928.7,89.0,0.0,12.0,7.0,0.3,4.0,2022-10-10,2022-10,Oct-22
2022-10-11,,,1.3,115.0,930.0,21.0,1.0,25.0,14.0,0.3,9.0,2022-10-11,2022-10,Oct-22
2022-10-12,,,1.1,195.0,926.8,0.0,20.0,39.0,37.0,0.5,8.0,2022-10-12,2022-10,Oct-22
2022-10-13,,,1.2,296.0,927.2,,0.0,38.0,20.0,,14.0,2022-10-13,2022-10,Oct-22
2022-10-14,,,0.8,201.0,928.5,29.0,0.0,49.0,26.0,0.4,6.0,2022-10-14,2022-10,Oct-22
2022-10-15,,,1.9,122.0,932.4,49.0,0.0,18.0,10.0,0.3,2.0,2022-10-15,2022-10,Oct-22
2022-10-16,,,1.4,128.0,930.3,,0.0,11.0,6.0,0.3,6.0,2022-10-16,2022-10,Oct-22
2022-10-17,,,0.6,178.0,925.7,0.0,5.0,44.0,27.0,0.6,11.0,2022-10-17,2022-10,Oct-22
2022-10-18,,,1.8,123.0,927.9,43.0,0.0,8.0,5.0,0.2,7.0,2022-10-18,2022-10,Oct-22
2022-10-19,,,1.0,265.0,928.9,8.0,1.0,36.0,20.0,0.4,13.0,2022-10-19,2022-10,Oct-22
2022-10-20,,,1.0,300.0,925.1,8.0,1.0,44.0,24.0,0.5,15.0,2022-10-20,2022-10,Oct-22
2022-10-21,,,1.2,320.0,920.6,36.0,0.0,38.0,20.0,0.5,12.0,2022-10-21,2022-10,Oct-22
2022-10-22,,,2.3,318.0,920.3,63.0,0.0,23.0,12.0,0.5,4.0,2022-10-22,2022-10,Oct-22
2022-10-23,,,1.6,121.0,927.8,55.0,0.0,9.0,5.0,0.3,1.0,2022-10-23,2022-10,Oct-22
2022-10-24,,,1.9,106.0,927.4,43.0,0.0,5.0,3.0,0.2,0.0,2022-10-24,2022-10,Oct-22
2022-10-25,,,2.0,123.0,926.9,46.0,0.0,7.0,4.0,0.2,0.0,2022-10-25,2022-10,Oct-22
2022-10-26,,,1.4,113.0,925.8,42.0,0.0,11.0,6.0,0.2,4.0,2022-10-26,2022-10,Oct-22
2022-10-27,,,1.1,141.0,923.3,11.0,1.0,35.0,19.0,0.5,14.0,2022-10-27,2022-10,Oct-22
2022-10-28,,,1.9,309.0,923.5,51.0,0.0,33.0,18.0,0.4,12.0,2022-10-28,2022-10,Oct-22
2022-10-29,,,1.1,289.0,923.5,25.0,0.0,41.0,22.0,0.6,27.0,2022-10-29,2022-10,Oct-22
2022-10-30,,,2.1,307.0,921.6,56.0,0.0,25.0,13.0,0.4,3.0,2022-10-30,2022-10,Oct-22
2022-10-31,,,2.0,302.0,918.6,55.0,0.0,16.0,9.0,0.3,14.0,2022-10-31,2022-10,Oct-22
2022-11-01,,,2.2,140.0,924.1,49.0,0.0,8.0,5.0,0.2,2.0,2022-11-01,2022-11,Nov-22
2022-11-02,,,2.8,136.0,931.1,40.0,0.0,6.0,4.0,0.2,5.0,2022-11-02,2022-11,Nov-22
2022-11-03,,,3.7,123.0,932.4,41.0,0.0,3.0,2.0,0.1,0.0,2022-11-03,2022-11,Nov-22
2022-11-04,,,1.2,108.0,930.8,27.0,0.0,13.0,7.0,0.2,0.0,2022-11-04,2022-11,Nov-22
2022-11-05,,,1.8,127.0,929.3,31.0,0.0,12.0,7.0,0.2,4.0,2022-11-05,2022-11,Nov-22
2022-11-06,,,2.4,124.0,929.3,35.0,0.0,7.0,4.0,0.2,6.0,2022-11-06,2022-11,Nov-22
2022-11-07,,,2.3,130.0,928.9,30.0,0.0,9.0,5.0,0.2,3.0,2022-11-07,2022-11,Nov-22
2022-11-08,,,1.2,139.0,928.3,25.0,1.0,20.0,12.0,0.3,2.0,2022-11-08,2022-11,Nov-22
2022-11-09,,,1.1,107.0,926.9,24.0,0.0,26.0,14.0,0.3,8.0,2022-11-09,2022-11,Nov-22
2022-11-10,,,1.2,107.0,925.7,29.0,0.0,27.0,15.0,0.4,8.0,2022-11-10,2022-11,Nov-22
2022-11-11,,,1.2,135.0,926.2,47.0,0.0,17.0,9.0,0.3,8.0,2022-11-11,2022-11,Nov-22
2022-11-12,,,1.7,136.0,924.4,50.0,0.0,13.0,7.0,0.3,5.0,2022-11-12,2022-11,Nov-22
2022-11-13,,,1.3,124.0,924.0,54.0,0.0,10.0,5.0,0.3,9.0,2022-11-13,2022-11,Nov-22
2022-11-14,,,1.3,115.0,921.7,26.0,0.0,18.0,10.0,0.3,8.0,2022-11-14,2022-11,Nov-22
2022-11-15,,,1.0,325.0,922.3,17.0,1.0,61.0,33.0,0.7,7.0,2022-11-15,2022-11,Nov-22
2022-11-16,,,2.1,133.0,926.2,60.0,0.0,11.0,6.0,0.2,3.0,2022-11-16,2022-11,Nov-22
2022-11-17,,,2.0,121.0,928.6,50.0,0.0,10.0,6.0,0.2,4.0,2022-11-17,2022-11,Nov-22
2022-11-18,,,2.0,118.0,927.2,45.0,0.0,11.0,6.0,0.2,14.0,2022-11-18,2022-11,Nov-22
2022-11-19,,,2.0,120.0,927.3,29.0,1.0,11.0,7.0,0.3,5.0,2022-11-19,2022-11,Nov-22
2022-11-20,,,1.7,121.0,926.7,39.0,0.0,10.0,6.0,0.3,7.0,2022-11-20,2022-11,Nov-22
2022-11-21,,,1.0,118.0,925.4,30.0,0.0,16.0,9.0,0.3,9.0,2022-11-21,2022-11,Nov-22
2022-11-22,,,1.1,118.0,924.7,35.0,0.0,19.0,10.0,0.3,19.0,2022-11-22,2022-11,Nov-22
2022-11-23,,,1.4,294.0,924.0,29.0,0.0,41.0,22.0,0.5,12.0,2022-11-23,2022-11,Nov-22
2022-11-24,,,1.4,253.0,921.7,48.0,0.0,16.0,9.0,0.3,0.0,2022-11-24,2022-11,Nov-22
2022-11-25,,,1.9,128.0,924.8,51.0,0.0,21.0,11.0,0.2,2.0,2022-11-25,2022-11,Nov-22
2022-11-26,,,1.7,126.0,925.0,32.0,1.0,17.0,9.0,0.2,3.0,2022-11-26,2022-11,Nov-22
2022-11-27,,,1.2,141.0,924.1,27.0,1.0,27.0,15.0,0.4,6.0,2022-11-27,2022-11,Nov-22
2022-11-28,,,2.3,141.0,921.7,32.0,0.0,4.0,3.0,0.2,2.0,2022-11-28,2022-11,Nov-22
2022-11-29,,,1.5,130.0,918.3,33.0,0.0,14.0,8.0,0.2,1.0,2022-11-29,2022-11,Nov-22
2022-11-30,,,0.8,235.0,916.4,9.0,2.0,29.0,17.0,0.4,7.0,2022-11-30,2022-11,Nov-22
2022-12-01,,,1.2,250.0,917.9,33.0,0.0,20.0,11.0,0.3,6.0,2022-12-01,2022-12,Dec-22
2022-12-02,,,0.9,259.0,921.8,33.0,0.0,21.0,11.0,0.3,3.0,2022-12-02,2022-12,Dec-22
2022-12-03,,,0.7,314.0,922.4,7.0,3.0,48.0,28.0,0.9,18.0,2022-12-03,2022-12,Dec-22
2022-12-04,,,1.1,295.0,922.3,1.0,1.0,30.0,16.0,0.5,7.0,2022-12-04,2022-12,Dec-22
2022-12-05,,,1.0,309.0,922.6,0.0,9.0,33.0,25.0,0.6,12.0,2022-12-05,2022-12,Dec-22
2022-12-06,,,1.3,297.0,923.8,2.0,4.0,38.0,24.0,0.6,7.0,2022-12-06,2022-12,Dec-22
2022-12-07,,,1.2,299.0,924.5,7.0,7.0,49.0,32.0,0.6,5.0,2022-12-07,2022-12,Dec-22
2022-12-08,,,1.1,133.0,923.2,28.0,0.0,15.0,8.0,0.3,13.0,2022-12-08,2022-12,Dec-22
2022-12-09,,,0.0,777.0,920.1,1.0,46.0,53.0,66.0,1.5,14.0,2022-12-09,2022-12,Dec-22
2022-12-10,,,0.8,214.0,922.9,3.0,3.0,54.0,31.0,,4.0,2022-12-10,2022-12,Dec-22
2022-12-11,,,0.7,288.0,922.4,2.0,12.0,67.0,46.0,1.2,25.0,2022-12-11,2022-12,Dec-22
2022-12-12,,,1.2,308.0,920.1,35.0,0.0,35.0,18.0,0.6,29.0,2022-12-12,2022-12,Dec-22
2022-12-13,,,1.8,311.0,917.7,14.0,1.0,42.0,24.0,0.4,1.0,2022-12-13,2022-12,Dec-22
2022-12-14,,,2.3,136.0,922.8,36.0,0.0,7.0,4.0,0.2,7.0,2022-12-14,2022-12,Dec-22
2022-12-15,,,1.6,111.0,923.9,24.0,0.0,10.0,6.0,0.2,10.0,2022-12-15,2022-12,Dec-22
2022-12-16,,,1.0,314.0,921.5,33.0,0.0,17.0,9.0,0.3,4.0,2022-12-16,2022-12,Dec-22
2022-12-17,,,1.1,129.0,920.3,30.0,0.0,19.0,10.0,0.3,3.0,2022-12-17,2022-12,Dec-22
2022-12-18,,,2.0,123.0,923.3,35.0,0.0,9.0,5.0,0.2,9.0,2022-12-18,2022-12,Dec-22
2022-12-19,,,2.2,115.0,925.6,45.0,0.0,6.0,3.0,0.2,3.0,2022-12-19,2022-12,Dec-22
2022-12-20,,,1.2,121.0,923.7,21.0,0.0,13.0,7.0,0.2,3.0,2022-12-20,2022-12,Dec-22
2022-12-21,,,2.3,135.0,922.8,44.0,0.0,12.0,7.0,0.2,1.0,2022-12-21,2022-12,Dec-22
2022-12-22,,,2.0,131.0,925.1,26.0,1.0,10.0,6.0,0.2,1.0,2022-12-22,2022-12,Dec-22
2022-12-23,,,1.2,121.0,925.8,20.0,1.0,10.0,6.0,0.2,3.0,2022-12-23,2022-12,Dec-22
2022-12-24,,,1.4,118.0,925.0,16.0,1.0,16.0,9.0,0.3,4.0,2022-12-24,2022-12,Dec-22
2022-12-25,,,1.3,126.0,926.1,27.0,0.0,12.0,7.0,0.5,26.0,2022-12-25,2022-12,Dec-22
2022-12-26,,,0.8,317.0,924.6,20.0,0.0,15.0,8.0,0.3,7.0,2022-12-26,2022-12,Dec-22
2022-12-27,,,1.2,324.0,923.2,7.0,1.0,35.0,19.0,0.5,6.0,2022-12-27,2022-12,Dec-22
2022-12-28,,,1.0,108.0,923.5,26.0,1.0,16.0,9.0,0.3,6.0,2022-12-28,2022-12,Dec-22
2022-12-29,,,1.5,303.0,922.5,16.0,1.0,33.0,19.0,0.4,2.0,2022-12-29,2022-12,Dec-22
2022-12-30,,,1.0,130.0,925.4,31.0,0.0,20.0,11.0,0.4,1.0,2022-12-30,2022-12,Dec-22
2022-12-31,,,1.1,114.0,925.9,1.0,1.0,22.0,12.0,0.4,7.0,2022-12-31,2022-12,Dec-22
2023-01-01,,,1.0,301.0,925.7,23.0,,,,1.0,43.0,2023-01-01,2023-01,Jan-23
2023-01-02,,,0.8,291.0,924.8,41.0,0.0,9.0,5.0,0.3,6.0,2023-01-02,2023-01,Jan-23
2023-01-03,,,1.1,324.0,921.5,9.0,2.0,45.0,25.0,0.5,9.0,2023-01-03,2023-01,Jan-23
2023-01-04,,,1.2,309.0,920.3,16.0,1.0,28.0,16.0,0.4,3.0,2023-01-04,2023-01,Jan-23
2023-01-05,,,1.9,133.0,922.2,47.0,0.0,8.0,4.0,0.2,0.0,2023-01-05,2023-01,Jan-23
2023-01-06,,,2.6,134.0,925.7,57.0,0.0,4.0,2.0,0.2,3.0,2023-01-06,2023-01,Jan-23
2023-01-07,,,1.9,125.0,928.7,23.0,1.0,7.0,4.0,0.2,1.0,2023-01-07,2023-01,Jan-23
2023-01-08,,,1.8,128.0,928.5,17.0,1.0,8.0,5.0,0.2,5.0,2023-01-08,2023-01,Jan-23
2023-01-09,,,2.5,128.0,927.1,21.0,0.0,5.0,3.0,0.2,1.0,2023-01-09,2023-01,Jan-23
2023-01-10,,,1.7,129.0,925.9,17.0,0.0,7.0,4.0,0.2,4.0,2023-01-10,2023-01,Jan-23
2023-01-11,,,0.9,287.0,925.0,2.0,,,,0.4,10.0,2023-01-11,2023-01,Jan-23
2023-01-12,,,1.2,327.0,924.2,25.0,0.0,27.0,14.0,0.4,9.0,2023-01-12,2023-01,Jan-23
2023-01-13,,,0.8,326.0,921.6,29.0,0.0,27.0,14.0,0.5,14.0,2023-01-13,2023-01,Jan-23
2023-01-14,,,1.8,321.0,923.9,1.0,18.0,35.0,33.0,0.3,12.0,2023-01-14,2023-01,Jan-23
2023-01-15,,,1.4,274.0,924.6,11.0,1.0,23.0,13.0,0.3,15.0,2023-01-15,2023-01,Jan-23
2023-01-16,,,1.2,312.0,924.9,25.0,0.0,19.0,10.0,0.4,3.0,2023-01-16,2023-01,Jan-23
2023-01-17,,,1.8,130.0,925.5,45.0,0.0,9.0,5.0,0.3,13.0,2023-01-17,2023-01,Jan-23
2023-01-18,,,1.5,142.0,927.5,34.0,0.0,9.0,5.0,0.3,6.0,2023-01-18,2023-01,Jan-23
2023-01-19,,,1.8,135.0,927.5,33.0,1.0,9.0,5.0,0.2,8.0,2023-01-19,2023-01,Jan-23
2023-01-20,,,0.8,178.0,925.4,23.0,1.0,24.0,13.0,0.4,14.0,2023-01-20,2023-01,Jan-23
2023-01-21,,,0.6,293.0,921.6,2.0,11.0,47.0,34.0,0.9,10.0,2023-01-21,2023-01,Jan-23
2023-01-22,,,1.1,308.0,920.8,28.0,1.0,30.0,17.0,0.6,18.0,2023-01-22,2023-01,Jan-23
2023-01-23,,,1.0,132.0,920.3,12.0,1.0,37.0,21.0,0.5,3.0,2023-01-23,2023-01,Jan-23
2023-01-24,,,1.4,292.0,921.3,34.0,0.0,22.0,12.0,0.4,3.0,2023-01-24,2023-01,Jan-23
2023-01-25,,,1.2,129.0,922.7,46.0,0.0,9.0,5.0,0.3,4.0,2023-01-25,2023-01,Jan-23
2023-01-26,,,1.6,109.0,923.9,37.0,0.0,12.0,7.0,0.2,4.0,2023-01-26,2023-01,Jan-23
2023-01-27,,,1.3,121.0,924.7,35.0,1.0,16.0,9.0,0.2,4.0,2023-01-27,2023-01,Jan-23
2023-01-28,,,1.3,107.0,924.8,30.0,0.0,18.0,10.0,0.4,12.0,2023-01-28,2023-01,Jan-23
2023-01-29,,,1.2,294.0,925.8,14.0,1.0,26.0,15.0,0.5,10.0,2023-01-29,2023-01,Jan-23
2023-01-30,,,1.2,290.0,923.6,25.0,0.0,23.0,13.0,0.4,3.0,2023-01-30,2023-01,Jan-23
2023-01-31,,,1.5,303.0,923.3,25.0,0.0,23.0,13.0,0.4,9.0,2023-01-31,2023-01,Jan-23
2023-02-01,,,1.2,296.0,925.5,28.0,0.0,32.0,17.0,0.4,7.0,2023-02-01,2023-02,Feb-23
2023-02-02,,,1.4,298.0,925.0,30.0,0.0,21.0,11.0,0.3,1.0,2023-02-02,2023-02,Feb-23
2023-02-03,,,2.4,320.0,925.1,35.0,0.0,11.0,6.0,0.3,0.0,2023-02-03,2023-02,Feb-23
2023-02-04,,,3.1,310.0,924.9,52.0,0.0,18.0,10.0,0.3,4.0,2023-02-04,2023-02,Feb-23
2023-02-05,,,1.4,308.0,924.1,18.0,1.0,26.0,15.0,0.5,9.0,2023-02-05,2023-02,Feb-23
2023-02-06,,,1.2,332.0,923.8,9.0,3.0,37.0,22.0,0.7,6.0,2023-02-06,2023-02,Feb-23
2023-02-07,,,1.1,108.0,924.9,3.0,4.0,40.0,24.0,0.6,17.0,2023-02-07,2023-02,Feb-23
2023-02-08,,,1.3,111.0,925.3,27.0,0.0,15.0,8.0,0.3,8.0,2023-02-08,2023-02,Feb-23
2023-02-09,,,1.2,137.0,925.2,28.0,0.0,13.0,7.0,0.3,2.0,2023-02-09,2023-02,Feb-23
2023-02-10,,,0.9,313.0,925.1,19.0,1.0,23.0,13.0,0.4,2.0,2023-02-10,2023-02,Feb-23
2023-02-11,,,1.3,287.0,924.7,45.0,0.0,19.0,10.0,0.3,4.0,2023-02-11,2023-02,Feb-23
2023-02-12,,,1.0,278.0,924.8,25.0,1.0,29.0,16.0,0.6,15.0,2023-02-12,2023-02,Feb-23
2023-02-13,,,0.9,282.0,923.5,5.0,3.0,53.0,30.0,0.8,7.0,2023-02-13,2023-02,Feb-23
2023-02-14,,,1.1,293.0,924.0,19.0,1.0,40.0,22.0,0.5,8.0,2023-02-14,2023-02,Feb-23
2023-02-15,,,1.8,310.0,921.9,20.0,1.0,40.0,22.0,0.5,12.0,2023-02-15,2023-02,Feb-23
2023-02-16,,,2.1,315.0,919.0,39.0,0.0,20.0,11.0,0.3,5.0,2023-02-16,2023-02,Feb-23
2023-02-17,,,1.8,308.0,919.5,30.0,1.0,28.0,16.0,0.4,0.0,2023-02-17,2023-02,Feb-23
2023-02-18,,,1.1,315.0,921.7,3.0,7.0,68.0,41.0,0.9,18.0,2023-02-18,2023-02,Feb-23
2023-02-19,,,2.7,139.0,927.2,46.0,0.0,6.0,3.0,0.2,0.0,2023-02-19,2023-02,Feb-23
2023-02-20,,,0.8,89.0,927.2,19.0,1.0,14.0,8.0,0.3,3.0,2023-02-20,2023-02,Feb-23
2023-02-21,,,0.9,277.0,925.5,,1.0,21.0,12.0,0.4,5.0,2023-02-21,2023-02,Feb-23
2023-02-22,,,1.2,285.0,927.0,25.0,,,,0.4,0.0,2023-02-22,2023-02,Feb-23
2023-02-23,,,1.3,111.0,928.9,40.0,0.0,15.0,8.0,0.3,6.0,2023-02-23,2023-02,Feb-23
2023-02-24,,,0.7,273.0,927.1,31.0,1.0,24.0,13.0,0.5,6.0,2023-02-24,2023-02,Feb-23
2023-02-25,,,1.0,292.0,923.4,7.0,2.0,45.0,26.0,0.6,12.0,2023-02-25,2023-02,Feb-23
2023-02-26,,,1.2,304.0,925.2,18.0,1.0,31.0,17.0,0.5,8.0,2023-02-26,2023-02,Feb-23
2023-02-27,,,2.3,135.0,927.4,66.0,0.0,14.0,7.0,0.3,21.0,2023-02-27,2023-02,Feb-23
2023-02-28,,,2.0,132.0,930.0,42.0,0.0,8.0,5.0,0.2,2.0,2023-02-28,2023-02,Feb-23
2023-04-01,,,0.6,310.0,925.3,3.0,10.0,69.0,45.0,1.0,22.0,2023-04-01,2023-04,Apr-23
2023-04-02,,,3.0,129.0,925.9,51.0,0.0,5.0,3.0,0.2,1.0,2023-04-02,2023-04,Apr-23
2023-04-03,,,1.4,118.0,927.8,35.0,0.0,10.0,6.0,0.2,4.0,2023-04-03,2023-04,Apr-23
2023-04-04,,,1.4,135.0,926.2,52.0,0.0,11.0,6.0,0.2,12.0,2023-04-04,2023-04,Apr-23
2023-04-05,,,0.7,326.0,925.0,25.0,1.0,36.0,20.0,0.5,15.0,2023-04-05,2023-04,Apr-23
2023-04-06,,,1.2,127.0,926.8,45.0,0.0,13.0,7.0,0.2,5.0,2023-04-06,2023-04,Apr-23
2023-04-07,,,1.4,116.0,925.4,32.0,1.0,15.0,9.0,0.3,9.0,2023-04-07,2023-04,Apr-23
2023-04-08,,,1.9,127.0,925.4,39.0,1.0,9.0,5.0,0.2,8.0,2023-04-08,2023-04,Apr-23
2023-04-09,,,1.6,124.0,928.1,34.0,0.0,9.0,5.0,0.2,3.0,2023-04-09,2023-04,Apr-23
2023-04-10,,,1.2,119.0,929.7,26.0,0.0,12.0,7.0,0.2,8.0,2023-04-10,2023-04,Apr-23
2023-04-11,,,1.3,123.0,929.3,38.0,0.0,11.0,6.0,0.2,10.0,2023-04-11,2023-04,Apr-23
2023-04-12,,,1.0,121.0,925.8,21.0,1.0,24.0,13.0,0.3,10.0,2023-04-12,2023-04,Apr-23
2023-04-13,,,0.8,278.0,924.2,22.0,1.0,44.0,24.0,0.5,25.0,2023-04-13,2023-04,Apr-23
2023-04-14,,,0.7,315.0,922.7,67.0,0.0,30.0,16.0,0.5,17.0,2023-04-14,2023-04,Apr-23
2023-04-15,,,1.0,266.0,924.1,12.0,2.0,43.0,25.0,0.5,6.0,2023-04-15,2023-04,Apr-23
2023-04-16,,,1.1,118.0,927.4,34.0,0.0,16.0,9.0,0.3,11.0,2023-04-16,2023-04,Apr-23
2023-04-17,,,1.1,288.0,922.3,17.0,1.0,22.0,13.0,0.4,14.0,2023-04-17,2023-04,Apr-23
2023-04-18,,,1.0,306.0,917.8,8.0,3.0,44.0,26.0,0.5,6.0,2023-04-18,2023-04,Apr-23
2023-04-19,,,1.4,227.0,915.2,16.0,2.0,25.0,15.0,0.3,4.0,2023-04-19,2023-04,Apr-23
2023-04-20,,,1.2,334.0,922.9,26.0,2.0,35.0,20.0,0.3,1.0,2023-04-20,2023-04,Apr-23
2023-04-21,,,1.6,138.0,929.7,41.0,1.0,18.0,10.0,0.2,3.0,2023-04-21,2023-04,Apr-23
2023-04-22,,,1.1,120.0,928.9,40.0,0.0,11.0,6.0,0.2,7.0,2023-04-22,2023-04,Apr-23
2023-04-23,,,1.1,130.0,929.2,40.0,0.0,12.0,7.0,0.3,9.0,2023-04-23,2023-04,Apr-23
2023-04-24,,,1.0,125.0,930.5,31.0,0.0,13.0,7.0,0.3,4.0,2023-04-24,2023-04,Apr-23
2023-04-25,,,1.1,123.0,930.1,24.0,1.0,23.0,13.0,0.3,11.0,2023-04-25,2023-04,Apr-23
2023-04-26,,,0.7,325.0,927.9,29.0,1.0,39.0,21.0,0.5,20.0,2023-04-26,2023-04,Apr-23
2023-04-27,,,1.5,307.0,924.7,4.0,7.0,54.0,35.0,0.6,16.0,2023-04-27,2023-04,Apr-23
